gene_name,gmcsf_1,gmcsf_2,gmcsf_3,gmcsf_4,gmcsf_5,gmcsf_6,mcf7_1,mcf7_2,mcf7_3,mcf7_4,mcf7_5,mcf7_6,mda231_1,mda231_2,mda231_3,mda231_4,mda231_5,mda231_6,t47d_1,t47d_2,t47d_3,t47d_4,t47d_5,t47d_6,uivc1_1,uivc1_2,uivc1_3,uivc1_4,uivc1_5,uivc1_6,uivc4_1,uivc4_2,uivc4_3,uivc4_4,uivc4_5,uivc4_6
ACER3,5.108494,6.4368905,7.3314105,7.395083,4.677214,7.01964,5.2568045,5.570025,3.114435,5.7562315,1.65977,3.5798925,6.2737685,6.9372555,6.5439675,6.348891,5.0951075,6.230082,5.1781835,5.4411515,5.9002915,4.7375245,5.7342855,6.4294605,7.2563445,6.749222,4.491564,5.717966,4.643471,3.183888,6.1825855,6.5791235,7.5218795,7.706123,7.097156,6.4171095
ACIN1,0.8640805,1.61191,2.041878,3.289291,2.3057055,1.9831775,0.775356,1.949371,1.6026315,1.261987,1.702095,1.0477315,1.347197,1.8785765,1.7048235,1.592361,1.9314945,2.10712,2.3244905,1.78064,1.741671,1.53708,1.4226235,2.0577905,1.2143135,1.5083255,2.3386675,2.5437485,1.2459845,1.0272785,1.9332025,1.947518,0.277772,2.169504,2.1847685,1.596758
ACKR3,0.018324,0,0.035779,0.027029,0,0.0340365,0.1281445,0.1628285,0.143007,0.22515,0.103288,0.167118,3.5295655,3.4607495,3.395827,3.6900565,3.270076,4.0074865,0.091551,0.060054,0.105917,0.103304,0.0996335,0.108629,0.30028,0.290171,0.1277135,0.2833595,0.1856955,0.2777845,1.8191035,1.7222595,1.3561245,1.4167885,1.338917,1.4294055
ACLY,10.67621125,10.3679645,10.88473675,10.86937625,10.7750955,10.71677675,10.521051,10.34731475,10.07805875,10.06410175,9.254638,9.495771,7.919973,7.2153695,7.61920525,7.555379,7.781854,7.0073465,10.96816525,11.00470225,11.27761325,11.04452225,10.75153,10.50265675,11.44436725,11.3093445,11.382258,11.6339775,11.80691925,11.5051995,9.5647265,9.25228075,8.5633955,8.6212625,8.6925485,8.89879775
ACO1,16.103717,15.32758567,16.61389567,4.060375,19.29836233,16.50098233,12.284132,12.234917,12.58791167,13.41991133,11.922003,12.20168467,22.734188,22.73045467,17.581524,19.576624,21.24462367,19.495283,16.85164533,17.83157033,17.20044433,14.47450667,16.19904633,17.95200467,15.3001,15.89588133,17.06137267,16.04698867,14.76074833,16.460187,13.65237533,12.84738733,15.54781533,12.83534767,12.76632467,13.68019867
ACO2,5.115862615,5.028645692,5.007631538,4.951287385,4.961745769,4.988806154,5.930447,5.919089692,5.924810385,5.811030231,5.436757692,5.498377692,4.613974769,4.663344154,4.484725769,4.611747077,4.465053385,4.486331615,6.395333308,6.257746615,5.931616692,6.044183,5.439373077,5.458991308,5.635740308,4.822304077,5.061007692,5.440503385,5.599112154,5.342165692,4.731264846,4.788573692,4.040239692,3.829430692,4.084426462,4.145023846
ACOT1,8.9883755,11.43273,11.5807285,12.1216305,11.4204865,9.483685,8.542449,8.65089,8.796417,7.13018,11.981186,12.525839,7.206017,7.22959,5.9453475,7.729792,7.0382775,7.698903,9.370311,9.903481,8.7899805,7.21623,9.200427,9.564725,8.5634265,7.761685,6.6397885,8.8195595,9.132248,8.3366065,3.9251435,7.3014655,6.634931,6.920276,6.744076,7.5786705
ACOT13,9.124755,7.482774,9.383898,8.623431,9.654506,8.025702,7.04594,8.026254,7.539761,7.118393,6.935307,7.182397,8.613672,7.282337,7.073073,6.73525,6.564064,6.338434,6.185882,7.439765,6.51785,6.925051,8.127579,7.830068,8.817317,7.414693,7.698855,8.442311,7.894462,8.725875,7.809935,6.775907,8.631244,6.874189,6.442197,8.593554
ACOT2,1.068334333,1.626768,1.811458667,1.445130333,1.755765,1.187733,1.908303333,1.429480333,2.551219,2.280743667,5.442574667,9.821909333,1.378896333,0.749869667,1.673180333,1.882110667,1.889103,2.372553,2.873237667,3.145107667,3.556583333,2.298560667,2.765051,1.384267667,2.63899,1.222829667,1.611794667,1.891324333,1.669287667,1.042162667,1.318819333,0.961021667,2.828979667,2.587908,2.394645,3.162837333
ACOT4,6.61324,5.180898,4.968704,4.221964,5.754642,5.468442,4.580959,4.888471,3.055495,5.377208,6.173037,5.9435,3.786967,4.991375,4.170001,4.330491,4.152204,3.655326,4.195319,4.408493,3.980187,4.519868,4.378144,4.152548,3.329662,3.756417,3.866267,3.596181,4.81719,0.297161,2.510068,2.628333,2.478562,3.821725,3.348891,3.418148
ACOT7,11.9705872,12.2609452,11.8431708,11.905064,11.1669898,11.2918768,9.6305638,9.9510944,9.4742986,9.617006,9.448803,9.5319758,5.4043312,5.8370672,5.9205062,5.441437,6.0597664,5.6733852,9.5248984,9.362958,9.249148,9.5067222,9.6067468,9.4817716,6.8381378,7.5364352,7.189205,7.5124668,6.2796808,6.3693212,4.5240936,4.3517158,3.8675984,3.6295706,4.098597,4.4302916
ACOT8,1.283501,3.892187,4.288125,0,0,0,0,3.919782,2.818467,0,0,3.046634,0,1.048899,3.448467,2.993841,0,2.936234,0,3.454676,3.395689,3.86775,3.254387,3.237413,3.125323,4.104264,1.215952,2.586097,0,3.251451,0,0,1.159499,0,0,3.012892
ACOT9,5.124719,5.209702333,5.690344333,5.312069333,5.528517,5.569648333,6.801397,6.592443333,9.507852333,7.088240667,6.780812,7.170457,8.262178667,8.402873,8.542816333,8.100313,8.184802333,8.302752333,6.327967667,6.093875,6.040249,6.208023333,7.014947,7.528718333,6.562385667,6.090251333,6.324221333,6.267694333,6.242212333,6.247138,7.187828333,7.634463333,7.642148333,7.512683333,8.067867,7.568144333
ACOX1,15.603959,15.519475,16.070501,14.367959,16.305462,15.327041,13.201012,13.295464,12.82347,12.971014,11.297899,11.337313,13.887118,13.639135,13.55232,14.066025,14.075089,14.77824,13.822113,13.602771,14.515801,14.582369,13.393888,13.847571,14.33645,13.166168,13.22454,13.286567,13.746112,14.255282,12.92276,12.52443,12.850673,13.423419,12.341081,13.112906
ACOX2,13.989663,14.594213,14.052407,13.725583,13.345223,14.032597,5.016531,5.026032,4.540249,4.698584,4.865941,5.22294,2.774063,2.442727,2.239146,3.342427,3.005124,2.876467,6.520233,5.759651,5.780945,5.678216,4.049466,5.436376,4.671343,5.05036,5.28811,4.487635,4.919633,5.08893,3.251095,3.821804,3.566816,3.644265,2.822272,3.908341
ACP1,8.70397575,8.6726115,9.12420225,9.47963325,9.2335075,9.896715,9.296238,9.23922225,8.50563425,8.801003,9.63265625,9.6133785,6.99719225,7.23546475,6.707307,6.70776425,7.10271625,7.2147565,9.0795635,8.90226675,9.394429,8.93417625,9.30257275,9.18607625,9.15897575,8.75805975,9.8140785,8.3638185,8.37761,9.8768595,7.32187275,7.477035,7.997589,7.8969565,7.38034975,7.30026925
ACP2,16.33953817,16.20967633,16.18656883,14.713023,15.326791,15.0644665,24.44818617,24.39484017,23.93023983,24.565453,22.50440183,22.49138133,19.99308117,19.88400067,19.849305,19.76760267,20.19959433,20.493431,21.97283117,22.30097067,21.88234583,20.253294,21.37543683,21.57400983,19.10179667,19.670583,19.00236267,19.53916867,18.78576267,19.28463917,18.892109,19.26539683,17.06620583,16.42943533,16.7871145,17.82744133
ACP3,1.0970595,1.1978095,1.1426235,1.392374,1.339357,0.9778895,1.678951,1.6079,1.32451,1.6039175,1.613031,1.180797,0.7394515,0.8358675,0.4845685,0.8532635,0.9648545,0.8787565,1.485172,1.300027,1.5860915,1.322091,1.339155,1.713066,1.5607495,1.4676895,1.2131125,1.2477765,1.3048715,1.530049,0.798947,0.4921665,1.303468,1.277402,1.1162625,1.0168825
ACP5,66.678444,80.75285686,102.2888511,95.53424557,66.69160571,76.31754014,83.55931271,63.784944,71.52676271,80.79244714,59.54943457,52.59370429,70.64510514,88.201024,78.73812129,111.5350331,103.1881846,80.038135,81.92851714,91.22239329,80.40147186,75.72741457,89.66806814,75.66197943,65.48316757,88.71761,57.64038029,101.2120863,79.26229329,67.86126243,67.14791629,70.79386186,58.35901557,58.66596386,76.321905,73.45229714
ACSF2,3.9761455,2.5778205,3.3186835,2.853166,3.652233,3.3750055,3.7408945,4.3718385,4.697482,4.2397295,4.479016,5.069888,4.997963,4.9773065,4.911715,4.4991985,6.780994,5.915429,4.9028205,3.5691215,4.8103065,4.404662,6.2517225,5.527454,3.1168785,5.2718285,5.0679475,4.4628275,4.5065835,3.5207525,6.0315205,6.0786145,5.2593655,5.676663,6.10664,5.308735
ACSL1,29.615279,29.556246,13.39821325,28.98702325,11.70382325,8.80063025,28.2473455,29.286496,26.888204,15.80710175,3.05012325,4.1164975,34.9848815,34.511145,32.19557575,24.22491225,33.30161125,33.966158,14.19851,11.79210525,19.7198055,9.0297895,13.599211,27.7891015,7.209147,25.39543825,25.77777575,12.37012375,24.3470275,25.94897675,11.3953525,20.72751875,34.841768,33.342129,28.28187925,30.11640175
ACSL3,3.644477571,2.448462286,0.876499,1.088518,3.336536571,0.414246429,0.560208286,2.257307714,0.587689,0.440351,3.310315714,3.288447286,2.193722571,2.599345,0.564162571,1.029016,2.406109571,2.400102714,2.724166,0.368722857,2.922331429,2.551935571,1.164812571,3.746349429,3.557031143,3.370684571,3.17954,0.720549143,3.475360286,3.146706714,2.877818143,3.389008571,3.598120857,3.376179286,2.392961714,3.634667286
ACSL4,5.7683466,5.6540689,5.5307574,4.9926506,6.1803224,6.0343659,6.7149784,6.8902586,6.6761103,6.3914716,6.6936825,6.2918808,8.8447865,8.7311195,6.8224474,8.9294889,8.4698129,8.9054832,6.5343944,6.2303324,5.608307,6.4438524,7.0273822,7.0980108,8.2109138,8.0369144,7.6727339,7.2016658,8.0244625,8.0238536,8.7817614,9.5134403,10.2627015,10.3857503,7.3668851,8.9104273
ACSL5,3.348875333,4.582451333,3.665183333,4.644333333,4.641548667,4.810746667,4.558434667,4.108421,4.287451333,4.722551,4.636757667,4.774536,4.581234333,4.459861667,3.644185667,3.744915667,3.136980333,4.075632333,4.758508333,4.223434,4.858495,5.297337,5.136240667,4.555386667,4.947152333,3.592142,5.105363667,5.164770667,4.835849333,5.381347333,2.565599333,3.624852333,4.362759333,3.696226667,3.720232667,4.10257
ACSS1,6.226904,5.991579,6.305543,6.182004,6.232002,5.719328,5.174246,4.991412,5.236873,4.852859,4.528611,5.026089,4.571697,4.664456,4.647396,4.105973,4.799592,4.275719,4.908748,5.26151,5.210301,5.419824,5.262255,4.982037,5.114419,5.072233,4.814672,5.138378,4.483504,4.99311,4.331806,4.444125,3.963359,4.942229,4.790483,4.220948
ACSS2,4.72302775,4.6782845,8.86072,5.62124375,6.16394875,4.607167,5.536396,4.78355975,2.246987,5.60394125,4.04434075,5.16939475,3.65604525,4.794893,5.46541475,3.50706875,3.3303555,4.381156,6.527477,3.16961525,6.8474815,5.28542775,3.5596945,2.982331,4.082976,7.32340225,4.33725075,3.61445025,3.987171,6.0733815,3.61125475,4.07373775,4.35962625,4.58508025,3.2361995,3.39650325
ACTA2,0,0,0,0,0,0,0.090647,0,0,0,0,3.170434,0,0,0,0,3.686246,0,0,0,0,0,0,5.408279,0,0,0,0,0,0,0,0,0,0,0,0
ACTB,282.3646223,285.626833,284.3565134,284.4006443,269.1191039,264.840109,268.3167022,267.7306766,266.3078906,267.2271811,239.2823936,236.2695953,181.9118287,181.7763025,197.2689949,198.442027,184.540641,188.8044204,238.4048189,241.1820491,243.0098295,242.0862527,259.9379733,263.6770867,214.6370422,232.4430673,240.8323727,245.0047,245.7588548,212.9926476,190.8270234,186.4692496,187.5706014,187.3501327,204.9934631,208.653289
ACTG1,75.9251241,76.2232749,77.95107605,77.68278485,75.1595453,75.60234845,65.84187565,63.7203605,61.97334165,61.73951415,58.30107705,57.49103175,44.20380775,44.6920313,44.85277335,45.53662095,46.4101698,45.14884555,60.68194335,61.96513955,62.9162487,61.61860235,58.6729528,59.26042565,63.96255715,65.04917895,64.76055365,65.2597135,64.8361788,63.46561965,55.3427975,55.3408028,48.1305386,47.4797343,50.30600755,50.0062913
ACTL6A,7.326803,8.6148435,8.1693025,5.0060715,5.4346785,4.951229,7.783964,7.7214835,6.8717065,8.158074,5.3352925,6.6751435,3.141831,3.6383965,4.595267,4.6806095,2.6396545,4.926614,5.6090995,5.3741955,5.731157,5.3624775,7.4282475,5.2085705,5.1753835,7.3923035,4.7449305,4.7974635,5.922984,7.8764095,3.627016,4.0308925,2.498382,5.4794785,3.541833,3.232743
ACTN1,9.9214538,8.9256469,8.68438965,11.01301025,8.90175085,8.5489046,8.45530105,7.9953792,6.6696025,7.77965165,4.89159465,6.49285785,4.81317935,5.5230303,5.18213935,6.07720025,4.6919386,6.0564345,6.82939965,6.51168315,7.0913404,8.03402085,6.64432385,9.046204,6.65943195,6.27083735,5.78066905,7.76449155,6.8240354,6.15521485,4.3090988,4.5001437,4.5641418,3.787126,3.05613455,4.9543519
ACTN4,15.17148233,11.99034967,12.35100433,15.755378,11.420899,10.70021067,19.69516967,16.58348233,13.82818967,15.05702267,15.82622733,10.706173,14.96851833,13.720502,17.962799,18.33437733,13.24191133,13.69584333,13.52584033,13.19618267,14.38257467,17.50753867,13.363799,17.65691233,13.69102167,14.41638767,15.81173067,12.58496967,13.82642433,14.538344,11.36539733,12.66231467,8.307175,11.590267,10.75990033,12.191209
ACTR10,7.444267333,7.132550333,7.476016333,7.488738667,8.213501667,8.165596333,6.959391667,7.355164333,6.307838667,6.777874333,7.855961,7.544164,6.285154333,6.089657667,5.506071,5.650147,6.075424,5.854217667,6.567704,7.003527667,7.181924333,7.028853333,7.660196333,7.059515,8.086056333,8.005165333,7.295432667,7.284988333,7.651196333,7.885705333,6.144218333,6.478117333,7.524512,6.963945,6.730989333,6.782332667
ACTR1A,20.4111345,20.5374965,20.568054,20.127693,11.9032945,12.155674,22.595108,22.487549,21.7120515,21.5043775,19.385603,12.331936,11.563877,20.0911405,20.0946615,19.5586585,20.434719,19.91321,19.5996495,20.428547,23.5546,22.8454495,22.3561555,22.7860135,22.7877885,22.187111,22.670845,22.8843935,23.1335585,22.4969235,22.5611705,22.6063405,21.2277605,21.4894445,19.2686825,13.175808
ACTR1B,28.507559,29.243742,30.098663,30.680737,29.095896,27.488832,24.415422,24.226278,23.725622,23.361712,23.828449,23.778862,21.075096,21.330599,22.080795,21.835604,23.232672,22.400421,26.748285,27.109514,25.135851,25.734499,23.843351,24.788549,21.802113,21.822344,21.76956,22.272589,22.268312,21.644482,19.031706,18.65378,15.729818,16.134172,18.797691,17.741116
ACTR2,58.77118475,59.6700975,59.45354975,59.81369775,63.473951,62.976001,59.93419675,59.812909,58.41654125,58.47383125,50.96789725,51.54491775,56.163094,55.9425145,54.0897595,53.34225075,54.208529,54.3676605,60.53780375,60.77604,62.72842725,62.77147525,63.4568405,63.08734625,70.55920025,65.97301475,66.63281925,63.34237775,64.4636995,70.686963,63.00042775,62.7692955,71.06624575,71.51659,64.0432805,63.44568225
ACTR3,37.31374433,37.008824,37.471982,36.35241067,39.7575,40.42444933,37.67339133,34.99501367,35.17005833,35.533652,33.98175133,33.367921,26.91648467,27.252677,28.27366767,25.661319,26.90773467,25.95423267,35.33827833,38.675805,37.06043533,36.93489933,38.009553,38.775038,40.52377533,38.10957967,38.862865,34.97547233,35.90089533,40.356274,29.71046467,31.95668067,33.45599933,33.12381767,31.986346,30.59191267
ACTR6,3.686155333,2.236742667,2.495665333,2.995358667,3.301327,2.265608,2.169543333,3.331732667,3.037662667,2.966724,3.130897333,3.733384,2.88146,3.569019333,2.536680333,1.683287333,1.744000333,2.211411667,2.13277,1.910706333,2.401076667,2.938542333,2.984813667,3.306083667,3.726596667,3.095699667,2.361253333,3.606935,2.305238333,2.796044333,2.510678333,2.088300667,2.826603333,3.071496333,2.458588333,2.702439667
ACTR8,6.305185,4.47437,5.570821,6.026936,6.021752,5.022294,5.850515,4.940599,5.488044,4.52448,6.747804,4.42384,4.8042,6.651254,4.665335,3.09736,6.558953,3.707272,5.612173,4.341476,5.995254,7.428734,6.809729,6.139372,4.425746,6.833438,8.094663,5.217987,5.431711,5.889711,4.867336,2.622437,0.973498,3.913035,4.924313,4.470371
ACVR1,0.602938667,3.300436,2.614727,2.428585333,0.739259,2.881365,1.911244,1.941836,1.839310333,1.227569333,1.784863667,1.837402333,1.596991,2.224126667,1.504379667,1.386499,1.882124333,1.672908333,1.683250667,2.838546333,2.228301667,2.291959333,2.266392,3.091545667,2.295764,3.38465,3.241622333,0.726016667,2.197280333,1.55549,2.680778667,2.088477667,2.758191667,3.262899333,3.731389,2.17653
ACVR1B,2.7716705,4.538878,2.877045,3.5287525,2.3774615,1.8657685,7.588324,5.626362,3.3385485,6.366391,2.7964465,6.070969,7.5700905,4.6370675,8.0731255,1.9218335,4.298221,7.129349,5.717395,7.50172,5.71427,3.171091,5.1768405,3.1329295,5.3227685,2.1430785,6.157733,5.9689275,6.8652185,5.34133,9.4387575,9.1678865,7.3498135,8.8091985,7.0449675,8.7694725
ACVRL1,3.692821,3.606786,3.477205,3.770859,3.503686,3.229702,3.388719,3.333382,3.058652,3.298008,2.871733,2.54605,9.557281,8.911453,9.32913,6.360693,8.018228,6.712282,3.361503,3.288489,3.042112,3.362464,2.885593,2.726875,2.71297,3.002459,2.830873,2.662086,2.914785,2.755625,6.474771,5.080103,5.072111,5.073116,5.750979,4.955324
ACY1,3.0700765,2.36033825,2.66436625,2.76727575,2.58613575,2.566844,3.8797315,3.68931425,3.7496865,3.410015,3.42373025,3.3009975,3.02323725,2.98449425,3.326987,3.3486305,3.104838,3.4027195,3.96334875,4.16503475,3.97791675,3.82899875,3.683106,3.8300525,3.4917795,3.21376875,3.37271,2.962384,3.45005375,3.145614,2.81542025,3.00908175,2.734998,2.821131,2.71171275,2.94029975
ADA,0.510956,0.601954,0.70353375,0.7214565,0.45845525,0.65782825,2.60556975,2.5539455,2.3888225,2.4112715,2.70021325,2.897839,3.45803225,2.93277575,3.297337,4.2235495,4.2812675,3.4173745,2.526927,2.74397625,2.5426165,2.491322,1.9496035,1.8160215,2.22897925,2.6954395,2.9832675,2.7802455,2.98725625,1.905378,3.60456725,2.8361825,3.372428,3.43960175,3.35545475,3.76326825
ADA2,2.5504275,1.743133,9.3517205,7.725298167,6.412661833,6.8327415,9.8979975,10.4548495,5.819221667,2.397840167,2.018944167,1.884611,11.668974,6.397177,6.4397345,9.697388833,10.20697117,12.253907,10.60640767,3.338265167,7.4562715,8.632592333,4.863689833,7.400693,1.17818,6.341571667,3.298175833,12.60705567,3.2436875,7.4500025,8.62298,10.659,12.731551,6.249245667,5.7207735,7.010956333
ADAM10,30.961958,30.860643,31.277155,31.315268,33.177742,35.422306,27.031834,30.133501,27.654226,27.557215,22.674583,24.232952,28.01343,17.20142,21.567986,26.088739,27.008896,27.025961,29.199553,28.06212,30.050934,2.74217,5.57742,30.531521,31.374424,2.96983,29.077032,15.472523,28.838966,24.469118,30.262238,9.049967,13.098516,32.047215,29.941339,30.099655
ADAM12,0,0,0,0,0,0,0.875452,0.131592,1.841286,3.42888,2.097867,2.357246,2.132169,2.635963,0.022859,1.330673,0.157339,0.009279,0,0.097075,1.647539,2.04716,0.089156,0.016328,0.976598,3.905435,3.019983,2.778904,2.986495,3.619828,1.281833,0.075336,0,0,0,0.294787
ADAM15,2.78468375,2.149182125,2.53372425,3.005084375,3.4588715,2.89956025,1.833099125,1.98561025,1.9999545,2.352351,3.0951495,2.953961375,1.289297625,1.55738775,1.99429025,1.494357625,1.189177625,1.534036375,2.095241375,2.374053125,1.899527625,1.919879375,2.3570395,3.101637,1.681806625,1.274746375,1.26914875,1.9789825,1.445640375,1.330090875,1.03849025,1.324984375,1.23956825,1.354158,1.51150675,0.9787985
ADAM17,18.190399,18.106218,18.87792,19.089787,19.432066,18.728586,14.107533,14.764597,15.596378,15.662853,12.645361,13.251508,12.507839,11.862248,11.14158,11.10167,10.891415,11.865704,15.552556,14.631456,15.260264,16.14864,15.356298,15.994009,16.290852,15.908167,16.256939,15.257729,16.029678,16.712027,13.448005,12.707884,15.302149,14.860247,13.901564,14.475206
ADAM19,0.148496,0.244268,0.214281,0.302669,0.238496,0.262682,0.857014,0.900811,0.80764,0.83621,0.482737,0.556402,0.150991,0.166924,0.220318,0.253586,0.201751,0.124416,0.696755,0.77542,0.701541,0.656125,0.742849,0.762349,1.045649,1.102303,1.228294,1.134611,1.092834,1.163688,0.411658,0.457352,0.347324,0.458099,0.434963,0.322933
ADAM28,1.076921,0.96662025,1.078184,0.91744725,1.06530775,1.03806375,1.2418835,1.36402625,1.35023075,1.32807775,1.34085075,1.2755835,2.01292225,2.007322,1.85722225,1.75859875,1.99127675,1.88146225,1.45856325,1.4307185,1.423266,1.57939475,1.41490975,1.4029715,1.90921425,1.6633705,1.8917725,1.72942175,1.77668475,1.91615825,2.438668,2.46014625,2.4531755,2.37452875,2.25637675,2.23724925
ADAM8,5.0064205,5.3629645,4.76576,5.286426,3.8658845,4.2636085,14.384834,14.097703,14.3006275,13.49049,16.3348425,16.1889225,13.108306,13.0206895,13.869088,13.9253435,14.8130935,14.0410965,13.3093275,13.606755,11.7688435,12.084708,14.334848,14.2360245,14.450428,17.6952735,16.8073335,17.9054085,17.152533,14.128355,15.7968705,15.460598,14.891777,15.974451,18.276855,18.2815215
ADAM9,3.968265048,4.025458714,4.574997524,4.269161286,4.464118667,4.248625714,4.242306095,4.323944238,4.262277476,4.318169857,3.658003952,3.885558238,5.371275048,5.24019919,4.504887,4.820925,4.734909667,4.806647381,4.452439333,4.627113524,4.568650048,4.62467119,4.357862524,4.580168952,5.878199952,5.689355905,5.517999095,5.226866333,5.280434857,5.831442714,6.112654143,6.100913048,6.374393905,6.670003524,5.600109524,5.87926
ADAMDEC1,5.831457333,4.150481333,4.897556,3.654724,7.845449333,3.45663,16.20419333,11.88870833,18.86447933,12.72425833,23.648713,13.68538267,25.09277933,25.32020967,26.12460467,25.29200333,24.52796567,22.84512433,14.610107,13.38076833,12.615526,17.86962967,20.15346233,19.42216867,9.500408,20.04505833,20.19342033,22.433902,18.73839067,8.282193333,24.96518767,27.04079567,32.023716,29.09478233,30.809638,27.09455233
ADAMTSL4,3.672202,3.957475,2.949972,2.960146,6.369797,2.115825,1.907694,2.701652,1.48455,4.542192,1.698696,2.592923,8.936762,3.844667,6.058116,5.229686,2.634732,8.698528,3.654855,1.316328,2.136703,2.06808,2.100817,2.807783,0.304396,1.952252,3.640463,2.222839,0.650158,0.614973,1.356709,5.248686,1.336087,8.410934,4.295083,1.477185
